carat,cut,clarity,table,x,y,z,E,F,G,H,I,J,price
0.51,5,4,55.0,5.15,5.17,3.21,0,0,0,0,0,0,1810
0.71,4,6,62.0,5.76,5.72,3.51,0,1,0,0,0,0,2317
1.01,4,4,58.0,6.37,6.48,4.02,0,1,0,0,0,0,6066
1.31,4,6,57.0,6.96,6.91,4.37,0,0,0,0,1,0,5869
1.33,5,4,58.0,6.99,7.03,4.38,0,0,0,0,0,1,6449
0.34,5,6,57.0,4.54,4.55,2.78,0,0,0,1,0,0,526
1.2,4,5,60.0,6.88,6.82,4.16,0,0,0,1,0,0,6250
1.01,5,6,59.0,6.4,6.44,3.94,0,0,0,0,0,0,5812
0.26,4,4,60.0,4.12,4.07,2.51,0,0,1,0,0,0,491
0.34,5,5,55.0,4.52,4.45,2.82,0,0,1,0,0,0,765
0.57,5,1,57.0,5.35,5.38,3.27,0,0,0,1,0,0,2210
1.12,5,7,56.0,6.63,6.67,4.15,0,0,1,0,0,0,4712
0.4,3,5,58.0,4.8,4.83,2.87,0,0,0,0,0,0,851
0.44,4,3,57.0,4.93,4.89,2.99,0,0,1,0,0,0,1155
0.4,4,3,59.0,4.77,4.73,2.89,1,0,0,0,0,0,1056
0.3,2,7,57.0,4.26,4.3,2.71,0,0,0,0,0,0,447
1.21,5,5,54.8,6.78,6.84,4.26,0,0,0,1,0,0,7426
0.39,4,5,56.0,4.68,4.64,2.91,0,0,1,0,0,0,1009
2.14,4,7,59.0,8.25,8.3,5.11,0,0,0,0,0,1,13205
1.02,4,7,59.0,6.53,6.5,3.93,0,1,0,0,0,0,4318
0.31,5,5,55.0,4.32,4.3,2.69,0,0,1,0,0,0,698
0.51,4,7,59.0,5.2,5.17,3.13,0,0,0,0,1,0,956
0.34,4,5,60.0,4.53,4.47,2.76,0,0,0,1,0,0,689
1.02,3,7,58.0,6.37,6.43,4.03,0,1,0,0,0,0,4319
1.03,3,4,56.1,6.5,6.52,3.99,0,0,1,0,0,0,7511
0.51,2,6,57.0,5.01,5.06,3.22,0,1,0,0,0,0,1186
1.18,5,4,55.0,6.8,6.77,4.22,0,0,0,0,1,0,6272
1.17,3,5,56.0,6.71,6.76,4.2,0,1,0,0,0,0,7432
0.32,5,5,57.0,4.4,4.43,2.72,0,1,0,0,0,0,645
1.01,2,5,56.0,6.29,6.27,4.0,1,0,0,0,0,0,6335
0.5,4,6,60.0,4.98,4.96,3.1,1,0,0,0,0,0,1238
0.78,5,4,57.0,5.86,5.9,3.66,0,0,0,0,0,0,4350
0.24,5,3,59.0,4.0,4.05,2.47,0,1,0,0,0,0,540
0.28,3,2,62.0,4.27,4.32,2.53,0,1,0,0,0,0,572
1.01,5,4,59.0,6.52,6.56,3.91,0,0,0,1,0,0,5550
0.59,4,5,61.0,5.61,5.53,3.29,1,0,0,0,0,0,1641
0.41,5,4,57.0,4.79,4.76,2.95,1,0,0,0,0,0,1153
1.34,4,7,60.0,7.05,6.97,4.32,0,0,0,1,0,0,4502
1.12,3,6,63.0,6.7,6.68,4.11,0,1,0,0,0,0,5374
1.07,4,5,60.0,6.55,6.48,4.03,0,0,1,0,0,0,6213
1.2,2,6,55.0,6.7,6.78,4.28,0,0,0,0,0,0,5913
1.1,3,7,56.0,6.58,6.53,4.15,1,0,0,0,0,0,4140
0.54,5,5,56.0,5.29,5.23,3.22,0,0,0,0,0,0,1939
0.35,3,4,57.0,4.48,4.51,2.83,0,0,0,0,0,0,771
1.2,3,6,58.0,6.69,6.73,4.26,0,0,0,1,0,0,5443
0.33,5,5,56.0,4.45,4.47,2.73,1,0,0,0,0,0,723
0.34,4,5,58.0,4.49,4.46,2.8,0,1,0,0,0,0,880
1.08,5,7,57.0,6.55,6.6,4.06,1,0,0,0,0,0,4989
0.3,5,3,54.0,4.29,4.33,2.68,0,0,1,0,0,0,638
0.38,4,4,58.0,4.66,4.71,2.82,1,0,0,0,0,0,1000
1.12,5,4,57.0,6.71,6.73,4.09,0,0,0,1,0,0,7616
0.43,5,5,54.0,4.87,4.88,3.02,0,0,0,0,1,0,716
0.37,5,5,55.0,4.63,4.65,2.86,0,0,1,0,0,0,851
0.4,5,7,55.0,4.73,4.76,2.97,0,0,0,1,0,0,625
1.5,3,7,57.0,7.29,7.25,4.59,0,0,1,0,0,0,9282
0.71,5,6,57.0,5.69,5.74,3.57,0,0,0,0,1,0,2218
0.3,5,3,57.0,4.27,4.3,2.66,0,0,0,0,0,0,814
0.35,3,4,61.0,4.54,4.58,2.77,0,0,1,0,0,0,706
1.5,4,5,58.0,7.28,7.24,4.46,0,0,0,0,1,0,11655
1.26,5,4,57.0,6.97,6.99,4.25,0,0,0,1,0,0,8238
0.71,5,6,56.0,5.69,5.76,3.52,0,1,0,0,0,0,2610
0.7,3,6,55.0,5.61,5.66,3.55,1,0,0,0,0,0,2537
0.71,2,6,56.0,5.68,5.72,3.55,0,0,1,0,0,0,2251
0.3,5,4,57.0,4.31,4.32,2.63,0,0,0,0,0,0,651
0.91,4,6,56.0,6.18,6.13,3.85,0,1,0,0,0,0,3618
1.59,4,6,58.0,7.45,7.43,4.62,0,0,1,0,0,0,10996
0.6,4,6,60.0,5.48,5.44,3.3,0,0,0,0,0,0,1996
0.44,4,2,59.0,4.96,4.9,3.0,0,0,1,0,0,0,1294
1.71,5,7,55.0,7.69,7.62,4.8,1,0,0,0,0,0,13097
0.32,4,2,58.0,4.42,4.37,2.7,0,0,0,1,0,0,936
1.01,1,3,56.0,6.29,6.22,4.13,0,0,0,0,0,1,2998
1.02,5,7,56.0,6.44,6.41,3.99,0,1,0,0,0,0,4238
0.95,4,6,60.0,6.3,6.26,3.91,0,1,0,0,0,0,4682
1.0,3,5,58.0,6.34,6.42,4.0,0,0,1,0,0,0,5544
0.78,3,5,58.0,5.87,5.92,3.64,0,0,1,0,0,0,3074
0.71,2,6,56.0,5.65,5.67,3.6,0,0,1,0,0,0,2428
0.53,2,6,56.0,5.19,5.1,3.27,1,0,0,0,0,0,1224
0.59,5,6,56.0,5.37,5.4,3.33,0,0,0,0,0,0,1816
0.44,4,3,58.0,4.89,4.85,3.0,0,1,0,0,0,0,1253
0.81,5,7,57.0,6.0,5.96,3.67,0,0,0,1,0,0,2375
1.02,4,7,54.0,6.44,6.4,4.01,0,0,0,1,0,0,4284
1.53,4,1,58.0,7.45,7.41,4.54,0,0,0,0,0,1,9596
0.31,5,5,54.0,4.34,4.31,2.69,0,0,0,0,0,0,942
1.52,4,7,56.0,7.47,7.39,4.58,0,0,0,0,0,0,10487
1.07,5,6,56.0,6.6,6.68,4.05,0,0,0,1,0,0,5281
0.32,5,6,56.0,4.42,4.37,2.76,0,0,0,0,0,0,756
1.08,3,5,57.0,6.5,6.55,4.06,0,0,0,1,0,0,5155
0.7,3,6,61.0,5.67,5.7,3.51,0,1,0,0,0,0,2230
0.9,2,4,61.0,5.96,6.01,3.8,0,0,0,0,1,0,3666
0.39,3,6,55.0,4.68,4.7,2.93,0,0,1,0,0,0,694
1.0,1,7,66.0,6.44,6.51,3.84,0,1,0,0,0,0,3975
1.37,4,4,62.0,7.24,7.21,4.33,0,0,0,0,0,1,5370
1.01,3,7,59.0,6.48,6.61,3.93,0,1,0,0,0,0,4416
1.52,4,5,55.0,7.39,7.28,4.59,0,0,1,0,0,0,12958
0.33,4,2,59.0,4.38,4.41,2.72,0,0,1,0,0,0,868
0.42,5,4,56.0,4.86,4.82,2.95,0,0,1,0,0,0,1055
0.55,5,3,56.0,5.27,5.23,3.25,0,0,1,0,0,0,2129
1.01,4,7,59.0,6.51,6.45,3.91,0,0,0,1,0,0,3676
0.32,5,5,56.0,4.41,4.44,2.73,1,0,0,0,0,0,702
0.92,2,7,63.0,6.3,6.35,3.73,0,0,0,0,0,1,3070
1.06,5,7,55.0,6.5,6.54,4.06,0,0,0,0,0,0,5159
0.3,5,1,55.0,4.36,4.37,2.67,0,0,0,1,0,0,764
1.21,4,5,60.0,6.99,6.93,4.13,0,0,0,1,0,0,6974
0.5,4,5,59.0,5.12,5.08,3.15,1,0,0,0,0,0,1629
0.35,5,5,56.0,4.6,4.63,2.79,0,0,0,0,0,0,707
1.03,4,7,59.0,6.49,6.42,4.0,1,0,0,0,0,0,4974
0.58,5,5,56.0,5.38,5.35,3.32,1,0,0,0,0,0,1984
2.45,5,7,55.0,8.67,8.64,5.36,0,1,0,0,0,0,16589
0.9,4,6,60.0,6.22,6.15,3.75,0,0,1,0,0,0,3407
0.32,5,5,54.0,4.4,4.38,2.74,0,1,0,0,0,0,828
0.27,5,4,56.0,4.18,4.2,2.58,0,0,0,1,0,0,480
0.43,5,6,54.0,4.88,4.84,3.01,0,0,0,0,0,1,708
1.82,3,7,58.0,7.83,7.94,4.83,0,0,1,0,0,0,11971
1.06,5,7,59.0,6.58,6.67,3.98,0,0,0,1,0,0,4516
0.5,3,5,56.0,5.04,5.07,3.17,0,1,0,0,0,0,1396
0.96,2,6,63.0,6.52,6.39,3.67,0,0,1,0,0,0,3522
1.11,5,6,56.0,6.65,6.63,4.15,0,0,0,1,0,0,5395
0.55,5,4,57.0,5.25,5.28,3.23,0,0,1,0,0,0,1667
0.63,4,5,61.0,5.68,5.62,3.29,0,1,0,0,0,0,1960
1.02,5,7,56.0,6.5,6.47,3.98,0,1,0,0,0,0,4662
0.7,2,5,58.0,5.61,5.58,3.59,0,0,0,1,0,0,2351
0.32,5,3,55.0,4.41,4.43,2.69,1,0,0,0,0,0,837
1.24,3,7,60.0,6.83,6.75,4.29,0,0,0,0,0,1,3908
1.01,3,7,57.0,6.42,6.47,3.98,0,0,0,0,0,0,4260
1.12,3,7,60.0,6.71,6.76,4.1,0,0,0,1,0,0,4498
0.7,3,6,62.0,5.8,5.91,3.46,0,0,1,0,0,0,2674
1.76,5,7,55.0,7.76,7.79,4.76,0,0,0,0,1,0,9540
1.0,3,6,56.0,6.41,6.31,4.01,0,0,1,0,0,0,4295
1.31,5,2,57.0,7.06,7.01,4.3,0,0,1,0,0,0,11247
0.4,4,5,59.0,4.73,4.76,2.93,0,0,0,0,0,0,982
0.34,5,3,53.0,4.49,4.52,2.81,0,0,1,0,0,0,751
0.51,5,6,55.0,5.11,5.16,3.17,0,0,0,0,0,0,1569
0.38,5,3,56.0,4.63,4.73,2.87,0,0,0,0,0,0,1200
0.71,5,3,57.0,5.68,5.73,3.53,0,0,0,1,0,0,3371
1.04,5,4,55.0,6.57,6.61,4.0,0,0,1,0,0,0,7655
0.54,4,4,59.0,5.3,5.23,3.16,0,1,0,0,0,0,1770
0.51,4,6,58.0,5.13,5.06,3.17,0,0,0,0,0,0,1619
1.01,3,6,62.0,6.57,6.55,3.89,0,0,0,1,0,0,4868
0.81,5,7,57.0,6.07,6.04,3.65,1,0,0,0,0,0,2864
1.09,5,5,56.0,6.57,6.63,4.05,0,0,0,1,0,0,6288
0.37,2,6,55.0,4.55,4.59,2.91,0,0,0,0,0,0,681
1.58,3,6,55.0,7.42,7.45,4.69,0,0,0,0,1,0,8782
0.5,5,6,57.0,5.14,5.27,3.13,1,0,0,0,0,0,1410
0.83,3,6,58.0,5.98,6.06,3.74,0,1,0,0,0,0,3010
0.54,5,5,56.0,5.23,5.19,3.25,1,0,0,0,0,0,1765
1.18,4,8,58.0,6.75,6.62,4.18,1,0,0,0,0,0,3965
1.02,3,6,60.0,6.33,6.38,4.02,0,0,0,0,0,0,5778
1.01,3,7,54.0,6.39,6.35,4.02,0,0,0,0,1,0,3818
0.55,5,5,57.0,5.25,5.29,3.24,1,0,0,0,0,0,1665
0.3,5,5,54.0,4.32,4.35,2.69,0,0,0,0,1,0,438
0.33,4,5,60.0,4.45,4.4,2.73,1,0,0,0,0,0,928
2.03,4,7,59.0,8.08,8.04,5.06,0,0,0,0,1,0,13182
0.31,5,6,57.0,4.36,4.38,2.68,0,0,0,1,0,0,421
0.8,3,6,54.0,5.93,5.88,3.73,0,0,0,1,0,0,2553
1.7,5,4,57.0,7.8,7.77,4.68,0,0,0,0,1,0,12099
0.53,5,5,56.0,5.17,5.21,3.21,1,0,0,0,0,0,1676
0.59,3,3,57.0,5.32,5.36,3.34,0,0,1,0,0,0,2155
1.41,5,4,57.0,7.22,7.31,4.39,0,0,1,0,0,0,11009
1.21,5,6,54.0,6.8,6.86,4.25,0,0,0,1,0,0,6876
0.53,1,5,58.0,5.09,5.03,3.31,0,1,0,0,0,0,1402
0.31,5,6,54.0,4.36,4.35,2.73,1,0,0,0,0,0,698
1.24,4,4,55.0,6.95,6.89,4.29,0,0,1,0,0,0,8449
1.01,5,6,57.0,6.39,6.49,3.98,1,0,0,0,0,0,5262
1.04,3,3,54.0,6.39,6.5,4.05,0,0,1,0,0,0,7481
1.0,3,6,61.0,6.35,6.29,4.01,0,1,0,0,0,0,4939
1.22,4,6,59.0,6.92,6.96,4.21,0,0,1,0,0,0,6492
0.9,3,6,56.0,6.23,6.28,3.79,0,0,0,0,1,0,3730
0.41,5,4,56.0,4.77,4.79,2.94,1,0,0,0,0,0,1007
1.53,4,2,58.0,7.45,7.49,4.53,0,0,1,0,0,0,16451
0.4,3,3,55.0,4.73,4.7,2.98,0,0,0,1,0,0,1125
1.17,4,6,55.0,6.75,6.7,4.21,0,0,1,0,0,0,7731
1.69,2,4,56.0,7.51,7.57,4.81,1,0,0,0,0,0,17400
0.38,5,4,56.0,4.64,4.58,2.88,0,0,1,0,0,0,998
0.41,4,3,59.0,4.77,4.83,2.93,0,1,0,0,0,0,1115
0.73,5,7,57.0,5.78,5.82,3.58,0,1,0,0,0,0,2087
0.53,5,3,56.0,5.29,5.24,3.18,0,0,1,0,0,0,1818
0.46,5,1,56.0,4.97,5.01,3.08,0,0,1,0,0,0,1987
1.02,2,7,58.0,6.34,6.38,4.01,0,0,0,0,0,1,3298
0.3,5,2,55.0,4.31,4.32,2.69,1,0,0,0,0,0,862
0.5,3,3,57.0,5.1,5.16,3.15,0,0,1,0,0,0,1813
0.32,4,1,59.0,4.39,4.37,2.71,0,0,0,0,1,0,864
1.5,2,7,58.0,7.25,7.18,4.59,0,0,0,0,0,1,6421
1.01,2,6,56.0,6.32,6.37,4.05,0,0,1,0,0,0,4504
2.04,5,6,60.0,8.3,8.26,4.97,0,0,0,0,1,0,15308
0.33,5,4,53.8,4.42,4.44,2.76,1,0,0,0,0,0,771
0.31,5,4,54.0,4.39,4.35,2.71,0,0,0,1,0,0,698
0.43,5,7,56.0,4.89,4.87,2.99,0,0,1,0,0,0,935
0.32,5,3,55.0,4.37,4.4,2.73,1,0,0,0,0,0,890
0.41,3,3,60.0,4.75,4.77,2.93,1,0,0,0,0,0,1249
0.79,4,6,54.0,5.97,5.91,3.7,0,1,0,0,0,0,2862
1.64,4,5,58.0,7.49,7.52,4.68,0,0,1,0,0,0,14201
0.27,3,3,62.0,4.15,4.2,2.56,0,1,0,0,0,0,552
0.41,3,5,58.0,4.79,4.82,2.87,1,0,0,0,0,0,866
1.1,4,7,59.0,6.6,6.53,4.13,0,0,0,0,1,0,3604
0.72,3,5,56.0,5.75,5.79,3.57,1,0,0,0,0,0,2585
1.01,4,6,58.0,6.33,6.44,4.0,0,0,0,0,0,0,5443
1.12,5,6,56.0,6.69,6.64,4.13,0,0,0,0,1,0,4829
0.47,5,5,54.0,4.98,5.0,3.1,0,0,0,0,1,0,884
1.01,4,5,59.0,6.46,6.44,4.0,1,0,0,0,0,0,6787
0.74,5,4,55.0,5.84,5.88,3.56,0,0,0,0,1,0,2609
1.07,5,7,57.0,6.57,6.6,4.05,0,1,0,0,0,0,4678
1.02,3,5,57.0,6.36,6.41,3.99,1,0,0,0,0,0,6816
0.3,3,4,58.0,4.25,4.27,2.65,0,0,0,0,0,0,742
0.31,5,2,54.0,4.37,4.34,2.7,0,0,0,0,1,0,732
0.54,5,5,57.0,5.2,5.23,3.23,1,0,0,0,0,0,1754
0.36,5,5,56.0,4.56,4.55,2.82,1,0,0,0,0,0,1013
0.31,3,3,60.0,4.37,4.39,2.68,0,0,0,1,0,0,625
1.01,3,5,60.0,6.46,6.39,3.96,0,0,0,1,0,0,5204
0.3,3,1,58.0,4.27,4.33,2.64,0,0,1,0,0,0,774
1.03,5,7,59.0,6.44,6.46,4.02,0,0,1,0,0,0,4928
0.48,3,5,58.9,5.07,5.12,3.06,1,0,0,0,0,0,1320
1.59,3,7,57.0,7.51,7.56,4.64,0,0,0,0,1,0,7835
0.34,5,6,57.0,4.53,4.55,2.74,1,0,0,0,0,0,723
0.29,5,1,55.0,4.26,4.29,2.65,0,0,0,1,0,0,607
2.11,5,6,57.0,8.37,8.29,5.08,0,0,0,0,1,0,15486
1.35,5,2,57.0,7.06,7.09,4.38,0,0,0,1,0,0,10639
0.8,2,5,62.3,5.97,6.01,3.62,0,1,0,0,0,0,3283
1.14,5,7,55.0,6.71,6.72,4.17,0,0,0,0,1,0,4276
0.3,4,6,58.0,4.37,4.3,2.64,0,1,0,0,0,0,603
1.2,5,2,56.0,6.89,6.86,4.21,0,0,1,0,0,0,9744
1.13,1,5,67.0,7.05,6.94,3.9,0,0,0,0,1,0,4695
0.71,1,5,70.0,5.67,5.6,3.5,0,0,0,1,0,0,1832
0.58,4,4,58.0,5.49,5.37,3.25,0,0,1,0,0,0,2071
0.23,2,2,65.0,3.93,3.95,2.36,1,0,0,0,0,0,439
0.4,5,3,57.0,4.73,4.71,2.94,0,0,0,1,0,0,1125
1.51,2,4,55.0,7.28,7.22,4.62,0,0,0,0,0,0,17111
1.07,5,6,57.0,6.51,6.56,4.05,0,0,0,1,0,0,4830
0.4,5,2,55.0,4.78,4.75,2.92,0,1,0,0,0,0,1323
1.14,5,4,57.0,6.75,6.81,4.16,0,0,1,0,0,0,8346
1.71,1,7,60.0,7.5,7.46,4.87,0,0,0,0,1,0,8800
1.01,2,5,60.0,6.31,6.37,4.02,1,0,0,0,0,0,6666
0.36,5,6,57.0,4.69,4.72,2.81,0,1,0,0,0,0,644
0.31,4,5,60.0,4.42,4.47,2.63,0,0,1,0,0,0,544
0.33,5,6,56.0,4.46,4.49,2.74,1,0,0,0,0,0,702
1.02,2,7,56.0,6.4,6.37,4.06,0,0,0,0,1,0,3856
0.7,3,6,59.0,5.73,5.78,3.47,0,1,0,0,0,0,2312
0.71,3,6,56.0,5.7,5.74,3.53,0,0,1,0,0,0,2334
0.33,5,6,54.0,4.43,4.44,2.77,0,0,0,0,0,0,608
0.52,4,4,58.0,5.14,5.18,3.18,1,0,0,0,0,0,1668
1.23,5,3,57.0,6.95,7.03,4.19,1,0,0,0,0,0,13034
1.76,5,7,55.0,7.69,7.64,4.8,0,1,0,0,0,0,9659
0.42,4,6,58.0,4.89,4.85,2.92,1,0,0,0,0,0,926
0.3,4,3,59.0,4.31,4.36,2.66,0,1,0,0,0,0,737
0.3,4,4,60.0,4.28,4.23,2.64,0,0,1,0,0,0,776
1.0,2,7,61.0,6.36,6.27,4.05,0,0,0,1,0,0,3640
0.45,3,5,58.0,4.9,4.94,3.04,1,0,0,0,0,0,1129
0.57,4,6,59.0,5.41,5.35,3.17,1,0,0,0,0,0,1406
0.51,5,5,57.0,5.16,5.13,3.16,1,0,0,0,0,0,1781
0.42,5,5,56.0,4.79,4.84,2.99,0,0,1,0,0,0,847
0.73,3,6,56.0,5.81,5.86,3.58,0,1,0,0,0,0,2879
1.12,4,6,58.0,6.78,6.83,4.09,0,0,1,0,0,0,5233
0.92,5,4,57.0,6.24,6.28,3.88,0,0,1,0,0,0,5243
1.06,5,6,54.0,6.52,6.55,4.1,0,0,0,0,0,0,5946
0.5,3,4,56.0,4.97,5.06,3.24,0,0,0,1,0,0,1426
1.7,5,5,55.0,7.66,7.6,4.8,0,0,1,0,0,0,15756
0.91,2,7,61.0,6.04,6.14,3.84,1,0,0,0,0,0,3520
0.54,5,5,59.0,5.21,5.24,3.22,1,0,0,0,0,0,1695
0.31,4,5,58.0,4.34,4.38,2.69,0,1,0,0,0,0,625
1.2,4,5,58.0,6.94,6.89,4.12,0,0,1,0,0,0,7258
0.53,3,6,57.0,5.15,5.18,3.25,0,1,0,0,0,0,1268
1.06,5,7,56.0,6.62,6.56,4.02,0,0,1,0,0,0,3321
0.39,5,5,57.0,4.66,4.72,2.88,0,0,0,0,0,1,581
0.33,3,7,56.0,4.41,4.43,2.78,0,0,0,0,0,0,492
1.8,5,4,57.0,7.84,7.78,4.84,0,0,0,1,0,0,16683
0.71,5,6,55.0,5.72,5.74,3.53,0,0,0,0,1,0,2319
1.11,5,2,54.0,6.68,6.72,4.11,1,0,0,0,0,0,12725
0.26,5,3,56.0,4.12,4.15,2.54,0,0,0,0,0,0,599
0.95,4,7,60.0,6.36,6.34,3.8,0,0,1,0,0,0,3181
1.05,4,6,58.0,6.65,6.61,3.93,0,0,0,1,0,0,5161
0.37,4,3,60.0,4.64,4.61,2.82,0,0,0,0,0,0,1145
2.02,1,6,57.0,7.71,7.79,5.14,0,0,0,1,0,0,13502
1.02,3,6,60.0,6.48,6.59,3.88,0,1,0,0,0,0,5430
0.3,5,5,56.0,4.32,4.34,2.68,0,1,0,0,0,0,573
0.7,2,6,56.0,5.63,5.66,3.56,0,1,0,0,0,0,2127
0.71,4,6,61.0,5.84,5.8,3.44,1,0,0,0,0,0,2863
0.45,5,1,55.0,4.93,4.96,3.05,0,0,1,0,0,0,1548
0.41,5,1,55.0,4.75,4.78,2.97,0,0,1,0,0,0,1367
1.02,4,6,57.0,6.58,6.43,3.98,0,0,0,0,0,1,3496
0.42,4,3,59.0,4.82,4.78,2.96,0,1,0,0,0,0,1221
0.31,4,5,58.0,4.38,4.35,2.66,0,0,1,0,0,0,698
0.31,5,5,56.0,4.34,4.37,2.68,1,0,0,0,0,0,680
1.02,5,5,56.0,6.46,6.51,4.04,0,0,1,0,0,0,6796
0.34,5,5,57.0,4.46,4.48,2.79,0,0,1,0,0,0,517
0.72,5,4,55.0,5.72,5.74,3.57,0,0,0,1,0,0,2949
1.04,5,7,56.0,6.61,6.58,3.98,0,0,0,1,0,0,4193
0.91,4,7,62.0,6.24,6.2,3.73,0,0,1,0,0,0,3047
2.06,5,7,54.0,8.09,8.14,5.13,0,0,0,0,1,0,14505
1.06,5,3,57.0,6.62,6.57,4.03,0,1,0,0,0,0,8776
0.27,3,6,57.0,4.2,4.23,2.58,1,0,0,0,0,0,407
0.9,5,5,57.0,6.21,6.16,3.81,0,1,0,0,0,0,5141
0.31,5,5,55.0,4.41,4.37,2.7,1,0,0,0,0,0,872
1.21,5,4,56.0,6.9,6.84,4.22,0,0,1,0,0,0,8985
0.34,4,6,59.0,4.44,4.48,2.76,1,0,0,0,0,0,596
0.33,2,6,62.0,4.4,4.45,2.74,0,1,0,0,0,0,536
0.41,3,5,59.0,4.82,4.86,2.9,0,0,1,0,0,0,827
0.53,2,5,57.0,5.1,5.12,3.26,0,0,0,0,0,1,1023
1.51,4,6,58.0,7.38,7.33,4.52,1,0,0,0,0,0,12644
0.56,3,6,57.6,5.26,5.31,3.32,1,0,0,0,0,0,1659
0.25,5,5,55.0,4.06,4.08,2.51,0,1,0,0,0,0,535
0.51,3,5,57.0,5.15,5.19,3.1,1,0,0,0,0,0,1549
1.53,4,3,60.0,7.31,7.34,4.58,0,0,1,0,0,0,15365
0.9,3,5,58.0,6.22,6.25,3.83,0,0,0,0,1,0,4089
0.38,3,6,62.0,4.67,4.71,2.79,0,0,1,0,0,0,666
2.39,3,4,60.0,8.71,8.77,5.21,0,0,0,0,0,1,17920
0.72,3,5,57.0,5.68,5.73,3.59,1,0,0,0,0,0,2990
1.0,3,7,62.0,6.3,6.37,3.9,0,1,0,0,0,0,4255
0.55,4,5,58.0,5.38,5.33,3.16,0,1,0,0,0,0,1931
1.23,4,6,59.0,6.88,6.81,4.19,0,0,1,0,0,0,6888
0.31,5,5,55.0,4.33,4.3,2.69,0,1,0,0,0,0,802
1.13,4,7,59.0,6.68,6.65,4.15,0,1,0,0,0,0,4360
0.43,5,4,56.0,4.89,4.94,3.01,1,0,0,0,0,0,981
0.41,4,3,58.0,4.81,4.87,2.9,0,0,0,0,1,0,827
0.3,5,5,57.0,4.29,4.25,2.67,0,0,0,0,0,0,911
0.32,5,2,55.0,4.38,4.37,2.73,0,0,1,0,0,0,1080
0.7,3,7,58.0,5.74,5.76,3.44,1,0,0,0,0,0,2335
0.3,5,4,56.0,4.36,4.31,2.67,0,0,0,0,1,0,608
0.32,3,4,55.0,4.35,4.38,2.75,0,0,1,0,0,0,645
0.34,4,7,59.0,4.42,4.46,2.77,1,0,0,0,0,0,477
1.53,2,7,58.0,7.3,7.18,4.64,0,0,0,0,0,1,6368
0.59,2,6,56.0,5.32,5.35,3.4,0,0,0,0,0,0,1694
0.51,4,6,62.0,5.09,4.96,3.15,0,1,0,0,0,0,3360
1.05,5,4,56.0,6.62,6.56,4.02,0,0,1,0,0,0,7526
0.64,5,3,56.0,5.53,5.56,3.43,0,0,1,0,0,0,2587
1.74,5,5,57.0,7.68,7.64,4.82,0,0,1,0,0,0,16316
0.5,5,3,56.0,5.13,5.1,3.13,0,0,1,0,0,0,1935
0.54,4,6,61.0,5.23,5.2,3.21,1,0,0,0,0,0,1637
0.34,5,1,56.0,4.5,4.53,2.77,0,0,1,0,0,0,974
0.3,4,3,60.0,4.28,4.25,2.68,0,0,1,0,0,0,878
0.41,5,4,55.0,4.78,4.82,2.97,0,0,0,0,1,0,685
1.24,3,4,58.0,7.04,7.09,4.2,0,0,0,0,1,0,6754
0.43,5,3,57.0,4.85,4.9,2.97,0,0,0,0,1,0,929
1.21,4,5,59.0,6.84,6.76,4.27,0,0,1,0,0,0,8402
2.03,4,8,58.0,8.11,8.06,4.94,0,0,1,0,0,0,6377
0.72,4,6,59.0,5.73,5.78,3.54,0,0,0,0,1,0,2148
0.7,4,6,57.0,5.74,5.68,3.51,0,1,0,0,0,0,2354
0.55,5,5,55.0,5.3,5.28,3.24,0,1,0,0,0,0,1698
0.39,4,6,58.0,4.73,4.7,2.87,0,0,1,0,0,0,878
0.32,5,2,57.0,4.42,4.39,2.7,0,0,0,0,0,0,1140
1.02,3,7,63.0,6.61,6.55,3.86,1,0,0,0,0,0,4286
0.51,4,6,57.0,5.09,5.06,3.17,1,0,0,0,0,0,1546
1.56,5,6,54.0,7.45,7.37,4.63,0,0,0,0,1,0,9788
1.01,4,5,57.0,6.46,6.41,3.94,0,0,1,0,0,0,5701
0.42,4,6,58.0,4.85,4.82,3.0,1,0,0,0,0,0,926
0.41,4,4,58.0,4.74,4.78,2.91,0,1,0,0,0,0,1007
0.31,5,4,57.0,4.39,4.42,2.68,0,0,1,0,0,0,645
0.43,5,4,57.0,4.88,4.83,2.97,0,0,1,0,0,0,941
0.32,5,4,57.0,4.42,4.37,2.74,0,0,0,0,1,0,648
1.01,4,5,59.0,6.44,6.46,4.0,1,0,0,0,0,0,6666
0.5,5,5,55.0,5.13,5.15,3.15,1,0,0,0,0,0,1695
1.7,2,4,56.0,7.53,7.64,4.82,0,0,1,0,0,0,14445
0.44,3,7,59.0,4.85,4.8,3.05,1,0,0,0,0,0,878
0.52,5,5,54.0,5.14,5.19,3.22,0,0,0,0,0,0,1822
1.0,4,3,61.0,6.45,6.32,3.95,0,1,0,0,0,0,7204
1.5,4,7,60.0,7.52,7.48,4.39,0,1,0,0,0,0,7644
1.0,4,7,60.0,6.55,6.49,3.87,0,0,0,1,0,0,3360
0.7,5,6,55.0,5.74,5.77,3.56,1,0,0,0,0,0,2537
1.01,3,5,59.0,6.38,6.42,4.0,0,1,0,0,0,0,6159
0.75,5,5,57.0,5.76,5.81,3.61,1,0,0,0,0,0,3263
0.71,5,7,56.0,5.78,5.73,3.56,0,0,0,0,0,0,2452
1.01,2,7,61.0,6.51,6.61,3.84,1,0,0,0,0,0,4807
